Brand,SUB CATEGORY,Units,Avg Unit Price,Any Promo Units,Number of Stores Selling
Brand C,ORANGE BLEND,58,$8.01 ,16,35
Brand M,REMAINING FLAVOR,573,$6.60 ,40,352
Brand C,CARROT,68,$7.49 ,0,44
Brand C,REMAINING FLAVOR,739,$8.23 ,0,272
Brand F,REMAINING FLAVOR,149,$4.99 ,0,82
Brand A,PINEAPPLE,0,,0,
Brand C,POMEGRANATE,0,,0,
Brand F,GRAPE,"2,617",$4.63 ,37,605
Brand I,POMEGRANATE,2,$6.99 ,0,2
Brand C,ORANGE BLEND,815,$6.68 ,67,521
Brand A,CRANBERRY,"1,250",$6.98 ,"1,237",253
Brand I,POMEGRANATE,66,$8.61 ,0,39
Brand C,CRANBERRY,734,$8.46 ,28,220
Brand A,REMAINING FLAVOR,0,,0,
Brand C,ORANGE,644,$5.98 ,15,398
Brand M,MANGO,255,$7.26 ,0,182
Brand E,CHERRY,324,$7.08 ,17,85
Brand A,REMAINING FLAVOR,"1,484",$6.24 ,661,874
Brand A,CRANBERRY,377,$7.39 ,361,111
Brand C,CHERRY,55,$8.91 ,0,33
Brand A,CARROT,1,$7.49 ,0,1
Brand A,GRAPE,606,$5.33 ,79,395
Brand A,CARROT,336,$6.13 ,112,244
Brand J,CRANBERRY,"2,512",$5.49 ,0,666
Brand C,CHERRY,156,$4.97 ,0,77
Brand C,MANGO,"1,200",$6.62 ,325,704
Brand I,REMAINING FLAVOR,8,$8.41 ,0,6
Brand B,CHERRY,"51,964",$5.18 ,"2,763","6,716"
Brand C,CHERRY,271,$9.55 ,0,76
Brand C,REMAINING FLAVOR,279,$7.96 ,0,113
Brand C,PRUNE,"3,077",$7.52 ,"2,762","1,250"
Brand A,REMAINING FLAVOR,86,$5.20 ,0,48
Brand C,REMAINING FLAVOR,244,$10.30 ,93,149
Brand C,POMEGRANATE,908,$14.45 ,16,345
Brand F,ORANGE BLEND,"2,135",$4.01 ,0,478.0
Brand A,REMAINING FLAVOR,239,$5.08 ,164,195
Brand A,REMAINING FLAVOR,"1,349",$6.01 ,0,701
Brand F,CRANBERRY,"2,957",$6.94 ,126,492.0
Brand A,GRAPE,39,$7.58 ,0,25
Brand A,CARROT,0,,0,
Brand C,POMEGRANATE,"6,174",$9.62 ,"4,217","1,530"
Brand K,GREEN BLEND,37,$7.90 ,0,27
Brand A,BLUEBERRY,0,,0,
Brand C,CRANBERRY,381,$10.32 ,283,173
Brand L,MANGO,2,$4.99 ,0,1.0
Brand A,BLUEBERRY,36,$9.99 ,0,25
Brand C,REMAINING FLAVOR,18,$6.32 ,18,15
Brand A,CRANBERRY,"1,216",$11.55 ,13,698
Brand C,CRANBERRY,204,$14.91 ,0,81
Brand A,POMEGRANATE,465,$9.97 ,0,270.0
Brand A,GRAPE,"12,361",$7.15 ,"2,791","5,330"
Brand B,CHERRY,883,$5.59 ,36,283
Brand K,REMAINING FLAVOR,43,$7.28 ,0,27
Brand L,MANGO,6,$5.79 ,0,3
Brand A,PINEAPPLE,1,$6.99 ,0,1
Brand C,POMEGRANATE,0,,0,
Brand L,REMAINING FLAVOR,18,$4.93 ,0,7
Brand A,CRANBERRY,"1,363",$10.73 ,21,836
Brand C,POMEGRANATE,1,$10.69 ,0,1
Brand C,CARROT,82,$7.94 ,41,44
Brand J,CRANBERRY,695,$5.77 ,16,171
Brand A,REMAINING FLAVOR,148,$7.53 ,0,75
Brand A,ORANGE BLEND,409,$8.30 ,0,248
Brand A,BERRY POMEGRANATE,196,$4.99 ,0,81
Brand C,CHERRY,753,$5.42 ,53,420
Brand I,POMEGRANATE,1,$7.99 ,0,1
Brand C,POMEGRANATE,118,$13.00 ,0,63
Brand A,REMAINING FLAVOR,134,$7.31 ,12,84
Brand A,MANGO,95,$7.65 ,89,70.0
Brand A,CARROT,0,,0,
Brand A,CRANBERRY BLEND,8,$5.39 ,0,8
Brand C,GRAPEFRUIT,45,$3.39 ,4,28
Brand B,BLUEBERRY,"5,749",$5.33 ,957,"2,440"
Brand A,PINEAPPLE,634,$6.49 ,0,128
Brand K,CHERRY,10,$5.99 ,0,3
Brand A,CRANBERRY BLEND,201,$1.36 ,0,42
Brand A,REMAINING FLAVOR,"1,577",$6.35 ,59,891
Brand L,REMAINING FLAVOR,59,$4.48 ,30,29
Brand C,PINEAPPLE,0,,0,
Brand E,STRAWBERRY BLEND,40,$5.46 ,30,23
Brand L,REMAINING FLAVOR,712,$4.77 ,0,202
Brand A,BLUEBERRY,5,$7.47 ,0,2
Brand L,PEACH,1,$3.99 ,0,1.0
Brand A,REMAINING FLAVOR,2,$8.29 ,0,2
Brand A,BLUEBERRY,149,$5.17 ,44,98
Brand A,PINEAPPLE,893,$8.22 ,220,469
Brand C,POMEGRANATE,49,$8.74 ,0,31
Brand A,GRAPE,35,$8.77 ,35,22
Brand E,CRANBERRY,"4,664",$6.73 ,"1,169","1,767"
Brand A,CRANBERRY,"2,536",$9.24 ,947,"1,240"
Brand A,PINEAPPLE,21,$7.99 ,0,12
Brand A,REMAINING FLAVOR,"1,206",$6.43 ,194,727
Brand J,GRAPEFRUIT,191,$5.23 ,0,70
Brand C,ORANGE BLEND,46,$7.49 ,0,27
Brand C,PRUNE,110,$8.79 ,0,50
Brand C,ORANGE,"4,635",$5.80 ,"2,690","1,183"
Brand C,CHERRY,400,$5.98 ,0,214
Brand E,CRANBERRY,"7,086",$6.07 ,"1,069","2,398"
Brand A,PINEAPPLE,"19,393",$6.22 ,"3,928","5,898"
Brand E,REMAINING FLAVOR,8,$5.49 ,0,6
Brand A,CRANBERRY BLEND,11,$4.85 ,0,3
Brand C,ORANGE,0,,0,
Brand A,CRANBERRY,"2,242",$9.21 ,"2,173",953
Brand H,GRAPE,342,$4.80 ,0,124.0
Brand A,REMAINING FLAVOR,7,$7.61 ,0,6
Brand A,POMEGRANATE,16,$9.99 ,0,14
Brand A,REMAINING FLAVOR,66,$4.19 ,0,40
Brand C,ORANGE,76,$9.46 ,0,53
Brand J,GRAPEFRUIT,521,$5.45 ,28,198.0
Brand A,REMAINING FLAVOR,15,$4.35 ,15,5.0
Brand H,CHERRY,366,$4.95 ,0,98
Brand A,GRAPE,"1,389",$8.02 ,0,685
Brand A,CRANBERRY BLEND,4,$1.29 ,0,1
Brand A,REMAINING FLAVOR,"12,508",$4.89 ,"2,573","5,476"
Brand J,CHERRY,503,$5.44 ,0,199
Brand A,REMAINING FLAVOR,498,$4.10 ,343,242
Brand A,CHERRY,"1,550",$9.39 ,0,424
Brand A,BLUEBERRY,0,,0,
Brand C,ORANGE BLEND,583,$5.97 ,395,261.0
Brand A,GRAPE,0,,0,
Brand C,CHERRY,"3,901",$9.89 ,"3,128","1,166"
Brand A,CRANBERRY BLEND,1,$1.79 ,0,1
Brand A,CRANBERRY BLEND,316,$6.28 ,0,216
Brand D,CHERRY,129,$8.27 ,39,94
Brand A,CRANBERRY BLEND,114,$5.79 ,0,54
Brand C,REMAINING FLAVOR,0,,0,
Brand C,REMAINING FLAVOR,246,$7.96 ,246,96
Brand E,CRANBERRY,195,$3.53 ,27,107
Brand A,REMAINING FLAVOR,"2,474",$4.25 ,"1,230","1,062"
Brand F,MANGO,"2,886",$5.37 ,433,"1,236"
Brand L,REMAINING FLAVOR,3,$4.83 ,0,3.0
Brand F,CHERRY,"6,968",$5.45 ,664,"1,811"
Brand C,CHERRY,"4,097",$11.45 ,0,501.0
Brand C,REMAINING FLAVOR,"3,944",$9.08 ,"3,259","1,489"
Brand I,CHERRY,"2,346",$8.12 ,165,802
Brand H,CHERRY,"1,393",$5.10 ,282,522
Brand C,ORANGE,139,$9.58 ,6,93
Brand C,ORANGE,712,$5.97 ,9,425
Brand L,MANGO,507,$5.27 ,23,168
Brand F,TOMATO JUICE,"2,156",$3.12 ,2,487
Brand C,CRANBERRY BLEND,19,$9.65 ,0,15
Brand C,MANGO,963,$6.49 ,387,578
Brand L,MANGO,4,$5.79 ,0,3
Brand C,REMAINING FLAVOR,424,$5.66 ,127,330
Brand H,CRANBERRY BLEND,0,,0,
Brand A,REMAINING FLAVOR,0,,0,
Brand L,REMAINING FLAVOR,"1,536",$5.39 ,0,771
Brand C,ORANGE BLEND,"3,723",$6.52 ,"2,720",876
Brand A,PINEAPPLE,2,$2.49 ,0,1
Brand A,MANGO,148,$9.74 ,0,79
Brand M,REMAINING FLAVOR,0,,0,
Brand M,MANGO,4,$4.69 ,0,4
Brand A,CRANBERRY BLEND,20,$6.39 ,0,11
Brand A,REMAINING FLAVOR,"1,791",$4.58 ,345,819
Brand I,POMEGRANATE,495,$7.88 ,0,362
Brand C,REMAINING FLAVOR,644,$7.10 ,644,171
Brand C,REMAINING FLAVOR,"2,827",$8.09 ,"1,410","1,182"
Brand I,REMAINING FLAVOR,"4,381",$7.12 ,516,"1,741"
Brand C,REMAINING FLAVOR,888,$6.90 ,683,283.0
Brand C,REMAINING FLAVOR,314,$7.16 ,172,111
Brand L,REMAINING FLAVOR,13,$4.99 ,0,7
Brand A,REMAINING FLAVOR,21,$7.99 ,0,19
Brand F,ORANGE BLEND,"2,221",$3.94 ,161,662
Brand C,REMAINING FLAVOR,"4,780",$7.68 ,"4,780","1,182"
Brand C,CHERRY,337,$6.43 ,25,255
Brand F,PRUNE,"1,828",$7.44 ,68,998
Brand A,CHERRY,765,$4.97 ,25,477
Brand A,CRANBERRY,"1,867",$5.05 ,268,"1,115"
Brand F,ORANGE BLEND,"2,410",$4.03 ,0,462.0
Brand A,CHERRY,"24,662",$6.97 ,211,"4,060"
Brand C,ORANGE,15,$9.19 ,0,11
Brand A,REMAINING FLAVOR,"1,415",$6.60 ,157,810
Brand C,MANGO,717,$9.34 ,4,311.0
Brand C,POMEGRANATE,28,$4.99 ,0,14
Brand F,CHERRY,348,$4.17 ,338,114
Brand B,CHERRY,905,$5.62 ,0,287
Brand I,REMAINING FLAVOR,561,$7.88 ,0,383
Brand F,CHERRY,"5,767",$4.97 ,170,"1,681"
Brand A,REMAINING FLAVOR,"13,293",$4.76 ,"1,250","5,693"
Brand A,PINEAPPLE,281,$7.33 ,0,125.0
Brand C,POMEGRANATE,249,$11.61 ,169,115
Brand I,POMEGRANATE,718,$7.68 ,163,447
Brand K,REMAINING FLAVOR,0,,0,
Brand I,REMAINING FLAVOR,"1,074",$7.73 ,15,633
Brand A,REMAINING FLAVOR,1,$1.79 ,0,1
Brand E,CRANBERRY,"5,642",$6.37 ,696,"2,254"
Brand C,REMAINING FLAVOR,1,$6.99 ,0,1
Brand C,REMAINING FLAVOR,415,$7.80 ,38,167.0
Brand C,PINEAPPLE,5,$3.79 ,0,1
Brand A,MANGO,365,$9.91 ,129,231.0
Brand C,REMAINING FLAVOR,"2,875",$10.14 ,0,"1,277"
Brand C,CHERRY,674,$6.01 ,0,287
Brand A,BLUEBERRY,2,$5.49 ,0,2
Brand A,CRANBERRY BLEND,1,$6.49 ,0,1.0
Brand C,CHERRY,151,$6.04 ,0,50
Brand A,ORANGE BLEND,63,$7.38 ,63,34
Brand A,CHERRY,"16,409",$7.26 ,"1,733","7,655"
Brand A,CRANBERRY,101,$12.42 ,88,68.0
Brand I,REMAINING FLAVOR,15,$7.15 ,0,11
Brand L,REMAINING FLAVOR,"4,471",$4.91 ,741,"1,698"
Brand A,CHERRY,348,$7.28 ,0,191.0
Brand C,PINEAPPLE,"3,696",$2.68 ,"2,941",638
Brand A,CRANBERRY,"1,835",$9.03 ,"1,835",894
Brand C,REMAINING FLAVOR,145,$6.06 ,0,45
Brand C,ORANGE BLEND,47,$3.39 ,0,26
Brand C,REMAINING FLAVOR,"2,899",$8.40 ,270,"1,611"
Brand C,POMEGRANATE,954,$6.10 ,96,618
Brand D,CHERRY,483,$7.14 ,16,209
Brand D,CHERRY,"2,035",$6.79 ,334,"1,106"
Brand A,REMAINING FLAVOR,390,$4.79 ,0,199
Brand F,PRUNE,"6,181",$5.26 ,"5,107","1,801"
Brand I,REMAINING FLAVOR,89,$7.94 ,0,44
Brand E,CHERRY,"2,591",$5.54 ,435,"1,272"
Brand A,GRAPE,153,$8.21 ,29,88
Brand A,CHERRY,"2,252",$5.06 ,0,"1,202"
Brand A,REMAINING FLAVOR,8,$3.65 ,0,2
Brand H,FRUIT PUNCH,524,$5.46 ,62,377
Brand M,MANGO,1,$5.99 ,0,1
Brand A,CHERRY,"3,223",$4.89 ,340,"1,485"
Brand A,CRANBERRY,505,$4.96 ,45,362
Brand K,GREEN BLEND,183,$7.99 ,0,99
Brand C,ORANGE BLEND,217,$9.34 ,10,148
Brand E,REMAINING FLAVOR,388,$5.05 ,14,161
Brand C,POMEGRANATE,2,$10.99 ,0,1
Brand H,ORANGE BLEND,164,$4.47 ,164,75
Brand H,GRAPE,"1,049",$4.33 ,859,405
Brand J,GRAPEFRUIT,13,$3.18 ,0,7
Brand A,CHERRY,4,$4.99 ,0,1
Brand C,REMAINING FLAVOR,280,$7.82 ,38,112
Brand C,ORANGE BLEND,42,$6.99 ,0,27
Brand F,ORANGE BLEND,"1,943",$3.78 ,30,449
Brand M,REMAINING FLAVOR,0,,0,
Brand F,CHERRY,"7,113",$5.49 ,"1,013","1,814"
Brand C,REMAINING FLAVOR,774,$8.99 ,0,201
Brand I,REMAINING FLAVOR,72,$8.15 ,0,57
Brand A,POMEGRANATE,51,$9.79 ,34,39
Brand D,CHERRY,178,$3.38 ,0,94
Brand C,CHERRY,"1,063",$10.03 ,0,405
Brand C,REMAINING FLAVOR,358,$8.99 ,0,137.0
Brand B,CHERRY,66,$5.49 ,66,21
Brand C,ORANGE,116,$9.01 ,0,91
Brand D,CHERRY,0,,0,
Brand E,CHERRY,986,$5.80 ,129,162
Brand A,GRAPEFRUIT,722,$6.64 ,15,454
Brand M,PEACH,869,$5.30 ,0,403
Brand A,MANGO,0,,0,
Brand J,CHERRY,"9,838",$5.51 ,399,"4,107"
Brand C,PINEAPPLE,3,$3.33 ,3,2
Brand E,REMAINING FLAVOR,"2,042",$5.00 ,129,"1,047"
Brand C,MANGO,96,$7.78 ,0,59.0
Brand J,GRAPEFRUIT,983,$5.37 ,0,298
Brand A,BERRY POMEGRANATE,65,$4.46 ,65,21
Brand H,REMAINING FLAVOR,58,$5.47 ,0,34
Brand D,CHERRY,87,$3.12 ,22,36
Brand J,CRANBERRY,"1,824",$4.31 ,0,263
Brand A,BLUEBERRY,715,$8.17 ,197,454
Brand G,CRANBERRY BLEND,29,$8.99 ,0,29
Brand F,REMAINING FLAVOR,"2,016",$5.10 ,155,"1,000"
Brand C,CRANBERRY BLEND,"2,314",$7.62 ,15,973
Brand L,REMAINING FLAVOR,1,$6.29 ,0,1
Brand C,REMAINING FLAVOR,164,$7.12 ,164,85
Brand C,REMAINING FLAVOR,31,$8.43 ,0,17
Brand A,REMAINING FLAVOR,361,$4.38 ,88,129
Brand C,ORANGE BLEND,45,$7.93 ,15,31
Brand E,CHERRY,"2,249",$5.36 ,244,438
Brand C,CHERRY,143,$6.37 ,42,39.0
Brand F,CHERRY,68,$3.40 ,24,22
Brand B,CHERRY,465,$6.69 ,0,220
Brand A,REMAINING FLAVOR,50,$5.97 ,4,31
Brand A,ORANGE BLEND,4,$4.55 ,4,1
Brand A,REMAINING FLAVOR,600,$4.57 ,112,417
Brand A,REMAINING FLAVOR,374,$3.93 ,264,132
Brand A,GRAPEFRUIT,56,$7.99 ,44,35
Brand G,CHERRY,151,$8.29 ,0,82
Brand A,BERRY POMEGRANATE,"1,074",$6.00 ,13,380.0
Brand C,REMAINING FLAVOR,"2,376",$6.84 ,664,"1,020"
Brand L,REMAINING FLAVOR,189,$4.58 ,0,95
Brand C,REMAINING FLAVOR,"18,679",$7.99 ,"1,666","5,781"
Brand C,REMAINING FLAVOR,168,$8.98 ,0,94
Brand C,GRAPEFRUIT,0,,0,
Brand C,CHERRY,24,$11.97 ,0,22
Brand H,ORANGE BLEND,472,$4.92 ,454,229.0
Brand H,CRANBERRY BLEND,0,,0,
Brand A,ORANGE BLEND,"6,017",$6.80 ,19,"2,292"
Brand I,REMAINING FLAVOR,8,$7.04 ,0,6
Brand K,REMAINING FLAVOR,62,$7.99 ,0,47.0
Brand C,REMAINING FLAVOR,145,$5.58 ,30,118
Brand C,REMAINING FLAVOR,89,$5.39 ,67,56
Brand C,CHERRY,243,$9.52 ,0,64
Brand A,ORANGE BLEND,87,$7.75 ,0,50
Brand E,CRANBERRY,192,$4.98 ,52,136
Brand E,CRANBERRY,"6,564",$6.36 ,"1,325","2,408"
Brand F,TOMATO JUICE,"2,367",$3.16 ,8,489
Brand F,CRANBERRY,"7,702",$5.42 ,"1,353","1,890"
Brand F,TOMATO JUICE,"2,092",$2.96 ,46,467
Brand L,REMAINING FLAVOR,0,,0,
Brand A,CARROT,221,$5.35 ,13,177
Brand C,REMAINING FLAVOR,401,$7.33 ,57,185
Brand C,MANGO,206,$7.34 ,118,123
Brand A,BERRY POMEGRANATE,58,$6.49 ,0,30
Brand C,GRAPEFRUIT,136,$7.68 ,0,78
Brand A,REMAINING FLAVOR,289,$5.12 ,6,158
Brand A,REMAINING FLAVOR,10,$7.99 ,0,9
Brand C,ORANGE,"1,600",$7.60 ,989,675
Brand C,CHERRY,181,$6.88 ,15,147
Brand A,REMAINING FLAVOR,2,$4.99 ,0,1.0
Brand A,REMAINING FLAVOR,377,$4.68 ,0,199
Brand C,CHERRY,372,$8.99 ,0,106
Brand J,GRAPEFRUIT,225,$5.94 ,153,90
Brand C,REMAINING FLAVOR,"2,473",$8.45 ,401,"1,099"
Brand A,ORANGE BLEND,"5,712",$6.84 ,207,"2,416"
Brand C,CRANBERRY,118,$12.59 ,0,63.0
Brand A,CRANBERRY,618,$9.32 ,15,432
Brand L,REMAINING FLAVOR,"1,311",$5.54 ,59,430.0
Brand F,STRAWBERRY BLEND,"1,528",$3.92 ,321,805
Brand L,REMAINING FLAVOR,481,$4.88 ,0,140
Brand I,POMEGRANATE,2,$7.09 ,0,2
Brand C,REMAINING FLAVOR,264,$9.00 ,37,185
Brand C,REMAINING FLAVOR,934,$7.53 ,819,292
Brand A,REMAINING FLAVOR,336,$4.77 ,0,173
Brand A,TOMATO JUICE,"2,371",$5.15 ,485,"1,082"
Brand H,MANGO,21,$3.61 ,0,15
Brand M,MANGO,11,$3.75 ,0,2
Brand J,CHERRY,"6,794",$5.80 ,22,"3,317"
Brand A,REMAINING FLAVOR,193,$4.65 ,68,84
Brand C,REMAINING FLAVOR,306,$7.42 ,63,114
Brand A,REMAINING FLAVOR,"1,767",$8.09 ,26,"1,055"
Brand L,REMAINING FLAVOR,3,$5.79 ,0,2
Brand F,STRAWBERRY BLEND,"2,243",$3.94 ,399,"1,020"
Brand F,REMAINING FLAVOR,35,$4.99 ,0,21
Brand A,BERRY POMEGRANATE,114,$5.75 ,0,62
Brand I,REMAINING FLAVOR,135,$9.05 ,0,65
Brand A,CHERRY,"3,867",$7.78 ,"1,702","1,430"
Brand C,CRANBERRY,166,$11.46 ,0,73
Brand L,PEACH,310,$5.18 ,51,163
Brand A,REMAINING FLAVOR,378,$5.27 ,0,137
Brand C,CHERRY,"5,530",$7.29 ,"1,166","2,689"
Brand C,CHERRY,368,$6.45 ,0,250
Brand A,REMAINING FLAVOR,1,$8.19 ,0,1
Brand L,REMAINING FLAVOR,1,$4.99 ,0,1
Brand C,PINEAPPLE,2,$3.79 ,0,2.0
Brand A,REMAINING FLAVOR,"1,821",$7.62 ,699,"1,076"
Brand E,CHERRY,74,$7.81 ,22,32
Brand I,TROPICAL,314,$7.89 ,16,241
Brand K,GREEN BLEND,169,$7.99 ,61,97
Brand F,CHERRY,210,$5.78 ,0,98
Brand C,PRUNE,83,$10.67 ,0,53.0
Brand C,GRAPEFRUIT,770,$7.14 ,0,467
Brand K,REMAINING FLAVOR,50,$7.99 ,0,32.0
Brand A,BERRY POMEGRANATE,984,$4.57 ,465,402
Brand A,BERRY POMEGRANATE,680,$4.21 ,592,275
Brand A,REMAINING FLAVOR,6,$5.27 ,0,5
Brand A,REMAINING FLAVOR,6,$7.99 ,0,6
Brand H,REMAINING FLAVOR,0,,0,
Brand I,REMAINING FLAVOR,801,$7.87 ,29,503
Brand H,GRAPE,4,$0.10 ,0,1
Brand C,CHERRY,"1,180",$11.04 ,302,479
Brand C,ORANGE,1,$3.99 ,0,1
Brand C,REMAINING FLAVOR,"1,680",$9.88 ,8,456.0
Brand A,MANGO,"2,877",$7.53 ,"1,684","1,628"
Brand C,CARROT,415,$8.80 ,19,249
Brand L,REMAINING FLAVOR,"6,174",$5.29 ,751,"2,014"
Brand F,CHERRY,"1,216",$4.07 ,"1,216",154
Brand E,CHERRY,"2,773",$5.61 ,833,"1,325"
Brand F,CHERRY,"6,302",$5.08 ,"3,025",506
Brand C,POMEGRANATE,7,$7.84 ,7,4
Brand C,ORANGE,36,$3.98 ,0,17
Brand C,REMAINING FLAVOR,"2,190",$7.15 ,"1,307",673
Brand C,BLUEBERRY,112,$13.01 ,0,46
Brand A,CRANBERRY BLEND,360,$5.37 ,0,166
Brand A,CRANBERRY BLEND,574,$4.55 ,574,205.0
Brand H,GRAPEFRUIT,21,$2.37 ,0,9
Brand L,REMAINING FLAVOR,48,$5.96 ,0,28
Brand H,GRAPE,70,$3.48 ,0,20
Brand H,MANGO,0,,0,
Brand F,REMAINING FLAVOR,63,$5.00 ,0,41
Brand C,CRANBERRY BLEND,249,$7.38 ,32,159
Brand E,CHERRY,19,$9.99 ,0,18
Brand I,CHERRY,"2,212",$8.19 ,6,813
Brand K,CHERRY,103,$8.00 ,26,54.0
Brand A,CARROT,"3,521",$6.03 ,459,"1,899"
Brand M,REMAINING FLAVOR,0,,0,
Brand C,REMAINING FLAVOR,"1,796",$7.56 ,0,653
Brand A,POMEGRANATE,295,$8.93 ,0,131
Brand A,POMEGRANATE,157,$8.46 ,38,96
Brand A,POMEGRANATE,125,$11.30 ,0,97
Brand H,REMAINING FLAVOR,1,$6.99 ,0,1
Brand I,POMEGRANATE,"1,736",$7.49 ,74,858
Brand J,CHERRY,"6,179",$5.37 ,774,"2,455"
Brand A,CARROT,117,$6.79 ,77,80
Brand L,REMAINING FLAVOR,113,$4.94 ,0,45
Brand C,GRAPEFRUIT,"1,182",$7.80 ,0,325
Brand C,PINEAPPLE,39,$3.33 ,0,16
Brand A,REMAINING FLAVOR,47,$3.77 ,0,27
Brand A,CHERRY,"46,206",$8.49 ,"14,095","11,838"
Brand C,REMAINING FLAVOR,138,$8.03 ,0,79
Brand I,CHERRY,"2,919",$5.29 ,"2,588",920
Brand C,PINEAPPLE,0,,0,
Brand C,POMEGRANATE,474,$11.14 ,9,200
Brand A,CRANBERRY BLEND,154,$5.48 ,0,70
Brand L,PEACH,511,$4.91 ,150,217
Brand B,BLUEBERRY,553,$5.96 ,65,350
Brand J,CRANBERRY,374,$5.45 ,0,104
Brand A,CHERRY,"27,918",$6.97 ,126,"4,113"
Brand M,REMAINING FLAVOR,403,$6.62 ,0,246
Brand M,MANGO,"3,369",$4.91 ,0,"1,037"
Brand F,PRUNE,38,$4.99 ,0,5
Brand A,BLUEBERRY,111,$8.44 ,0,60.0
Brand D,CHERRY,467,$6.54 ,253,214
Brand J,CHERRY,510,$5.40 ,10,184.0
Brand C,REMAINING FLAVOR,398,$5.19 ,177,263
Brand A,MANGO,237,$6.17 ,5,158
Brand C,PINEAPPLE,"5,372",$6.20 ,"4,605","1,584"
Brand A,GRAPE,14,$6.49 ,0,9
Brand C,REMAINING FLAVOR,"3,556",$10.35 ,177,"1,431"
Brand C,CARROT,463,$7.25 ,50,311
Brand C,ORANGE BLEND,294,$6.38 ,91,185
Brand I,CHERRY,502,$7.24 ,51,102
Brand C,POMEGRANATE,268,$8.74 ,237,128
Brand C,ORANGE BLEND,293,$7.51 ,0,161
Brand C,ORANGE BLEND,72,$3.52 ,29,32
Brand A,REMAINING FLAVOR,47,$6.99 ,0,29
Brand C,MANGO,"6,482",$7.05 ,992,"3,167"
Brand C,CHERRY,"3,572",$11.12 ,89,495
Brand C,PINEAPPLE,"2,831",$6.91 ,76,"1,055"
Brand A,REMAINING FLAVOR,0,,0,
Brand C,MANGO,140,$6.93 ,0,84
Brand A,GRAPE,"1,127",$8.33 ,0,391
Brand D,CHERRY,"6,782",$5.51 ,"6,616","1,295"
Brand H,ORANGE BLEND,408,$5.27 ,0,206
Brand H,ORANGE BLEND,"1,480",$4.81 ,0,760
Brand A,REMAINING FLAVOR,255,$3.87 ,0,199
Brand A,REMAINING FLAVOR,299,$4.69 ,0,161
Brand E,REMAINING FLAVOR,"2,259",$4.75 ,731,"1,107"
Brand A,GRAPEFRUIT,"4,850",$7.10 ,368,"2,453"
Brand C,CHERRY,291,$6.42 ,60,216
Brand A,REMAINING FLAVOR,"15,628",$7.38 ,942,"6,643"
Brand C,REMAINING FLAVOR,165,$5.84 ,0,123
Brand C,BLUEBERRY,45,$10.95 ,0,29
Brand C,REMAINING FLAVOR,"1,942",$6.91 ,73,937
Brand C,ORANGE,4,$3.99 ,0,2
Brand A,REMAINING FLAVOR,196,$7.99 ,0,78
Brand H,GRAPE,29,$5.19 ,0,12
Brand I,POMEGRANATE,7,$8.31 ,6,6
Brand C,REMAINING FLAVOR,418,$7.58 ,29,119
Brand A,CRANBERRY,143,$12.99 ,0,92
Brand A,REMAINING FLAVOR,25,$5.99 ,0,20
Brand L,MANGO,20,$5.32 ,0,9
Brand J,CHERRY,166,$5.19 ,0,73
Brand J,CRANBERRY,"1,085",$5.48 ,0,307
Brand F,CHERRY,435,$4.17 ,4,121
Brand C,ORANGE,426,$6.97 ,0,176
Brand F,ORANGE BLEND,"3,046",$2.78 ,5,741
Brand A,GRAPEFRUIT,51,$7.46 ,51,29
Brand A,GRAPE,"9,197",$7.16 ,"2,461","4,264"
Brand F,POMEGRANATE,"3,605",$5.47 ,640,"1,423"
Brand C,REMAINING FLAVOR,840,$8.97 ,0,209
Brand H,CHERRY,"1,409",$4.82 ,78,555
Brand M,MANGO,141,$3.86 ,0,68
Brand C,POMEGRANATE,0,,0,
Brand A,POMEGRANATE,178,$14.07 ,48,155
Brand A,REMAINING FLAVOR,1,$1.79 ,0,1
Brand A,CHERRY,"2,770",$5.15 ,"2,770",257
Brand I,POMEGRANATE,524,$7.91 ,8,356
Brand A,REMAINING FLAVOR,"2,060",$4.59 ,341,966
Brand I,POMEGRANATE,1,$6.99 ,0,1
Brand B,BLUEBERRY,33,$5.99 ,0,22
Brand C,REMAINING FLAVOR,504,$9.06 ,61,180.0
Brand C,CHERRY,127,$6.99 ,0,49
Brand M,REMAINING FLAVOR,362,$3.79 ,19,146
Brand J,GRAPEFRUIT,220,$5.19 ,0,78
Brand C,REMAINING FLAVOR,"1,061",$8.21 ,407,576
Brand A,GRAPE,270,$6.74 ,233,169
Brand C,GRAPEFRUIT,56,$8.44 ,0,34
Brand A,PINEAPPLE,"18,870",$6.35 ,"7,079","5,998"
Brand F,CRANBERRY BLEND,"1,387",$5.44 ,246,867
Brand A,BLUEBERRY,612,$10.02 ,383,355
Brand H,ORANGE BLEND,32,$5.20 ,0,13
Brand C,CARROT,0,,0,
Brand F,CRANBERRY BLEND,"1,947",$8.03 ,7,927
Brand H,CHERRY,391,$4.47 ,0,86
Brand C,REMAINING FLAVOR,179,$7.12 ,179,87
Brand L,REMAINING FLAVOR,0,,0,
Brand C,REMAINING FLAVOR,377,$8.94 ,0,173
Brand E,REMAINING FLAVOR,11,$5.68 ,0,7.0
Brand C,PRUNE,163,$6.69 ,120,72
Brand E,CHERRY,"1,164",$4.77 ,222,148
Brand J,GRAPEFRUIT,774,$5.45 ,0,217
Brand F,REMAINING FLAVOR,"1,872",$3.58 ,"1,872",249
Brand C,ORANGE BLEND,882,$6.66 ,19,589
